,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.11427788060971833,0.2947720043594339,0.38838679923310643,0.40915321513835234,0.39162450896219964,0.37030130952932405,0.34535791102269126,0.2872950978433652,0.24717547919024652,0.2384788158422515,0.0998978808285039,0.02155402699833806,0.0031326965936953966,0.0,0.0,0.0,0.0,0.0
1,0.0,0.09016389616041287,0.3018141365052973,0.38860166057983914,0.40101338253063495,0.39280689333011376,0.37588381711206825,0.34757679296995964,0.2927236469179917,0.2430620065010358,0.1560673551829669,0.09957346260739612,0.011994398919018075,0.004393617009182478,0.0,0.0,0.0,0.0,0.0
2,0.0,0.10882056833744576,0.3196526593017934,0.39298820972121234,0.40634212904327593,0.392528290702222,0.37264273984612717,0.3401893217508146,0.29753479710987013,0.2381252550384396,0.13263605524872335,0.12611747506204382,0.04624054207098576,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.09441900060079872,0.3179116267378658,0.3917900791777503,0.40464276034552105,0.39572368187416274,0.37316938454262266,0.3485645601050671,0.28940937709855824,0.23147474225129308,0.1744305940551532,0.09346769430120468,0.03563138248759634,0.022185929228414843,0.0,0.0,0.0,0.0,0.0
4,0.0,0.09516339198890182,0.3233986501817991,0.39238218938706965,0.40288299715764325,0.3893921064293086,0.37701215539703453,0.3425888273121383,0.2923544321631043,0.235296874222081,0.17580560553969926,0.08639175019952398,0.053181581935265336,0.0,0.0037307126517781295,0.0,0.0,0.0,0.0
5,0.0,0.09806640835161243,0.31653532161780634,0.38646096769006616,0.4038308149672003,0.39060472440809374,0.3770303239656856,0.34160848387640796,0.2876568943150849,0.2355132119229401,0.1481190731642635,0.09263483300669649,0.050847789636003386,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.10242151609036812,0.30880562762111113,0.38850330595362964,0.40144027299208684,0.39275270049756894,0.37529110577031993,0.35191532186380636,0.2801249282554775,0.23363012322159254,0.16235199917218704,0.09374860367923023,0.040003068475742934,0.00925790210726279,0.0,0.0,0.0,0.0,0.0
7,0.0,0.10880308290481318,0.30698513531105426,0.3908916330330308,0.4058444790136011,0.39319856485306115,0.3834591071777484,0.3430790823756768,0.28613534883296665,0.23345428246020028,0.16722021133225454,0.13566712388243923,0.050822324102364376,0.0,0.0004583474326823074,0.0,0.0,0.0,0.0
8,0.0,0.08938583313943255,0.30203868231483644,0.38874554769025027,0.40364378516337773,0.3962345294624424,0.3717316893852002,0.341709287963613,0.2870566590631559,0.21528583310875868,0.15165171877100292,0.11544336482188397,0.04853935878861869,0.007212223070724671,0.0,0.0,0.0,0.0,0.0
9,0.0,0.09868031497820189,0.3061856563707005,0.392137744225988,0.40159986543614273,0.38743289844309553,0.3704265534981045,0.3413473276690055,0.28897298868658633,0.22210002147968994,0.15684366132491176,0.0883164489146657,0.028764156491684522,0.0,0.0,0.0,0.0,0.0,0.0
