,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.10684394240220757,0.30944983734075066,0.39333521116737974,0.402006878627344,0.39169434077894155,0.3774490582884153,0.3440497572984304,0.30057569593323685,0.21676029064859004,0.1699616524937988,0.08006985287438245,0.04152258339542557,0.010355693189555346,0.0,0.0,0.0,0.0,0.0
1,0.0,0.09302027676401316,0.3230193807415504,0.38929110700349046,0.4007354252632115,0.3946030510627197,0.37083293753225394,0.34192054562120483,0.29235034863051546,0.22481691403914295,0.16558631505990123,0.08821927389200787,0.03740989888081854,0.011359603239648913,0.0,0.0,0.0,0.0,0.0
2,0.0,0.09633592326221233,0.30343145260517856,0.3976212187383577,0.4004535380763719,0.3922545212870089,0.36970204747754487,0.3385407439793294,0.2791099600872069,0.2431383144455799,0.1596100130806805,0.10022804623316961,0.042410299296697006,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.10688506041443938,0.3212458926912007,0.39972795985045234,0.4032485138787623,0.3918377381109305,0.37557993756623376,0.34153714860148976,0.29194647292586934,0.24024813994655358,0.1545282395663297,0.10649022306670115,0.04438088008986775,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.1106774846702054,0.31323949488859476,0.39783158641009,0.4016003024234579,0.39353374017548975,0.3750081213756508,0.3477160226668388,0.3030517799035809,0.22429838927001475,0.16646475001094427,0.10331281745866568,0.0356367276320004,0.02303374934273711,0.0,0.0,0.0,0.0,0.0
5,0.0,0.10220675683626934,0.3149843237070582,0.39614657354099453,0.4023342978211928,0.3972134738110322,0.37092090417759366,0.3454027818587888,0.30446970298813064,0.23355199286900782,0.1543384352709849,0.10741670321097166,0.035120705951935345,0.0016496083922795915,0.0,0.0,0.0,0.0,0.0
6,0.0,0.09390502459862055,0.32360500169752604,0.3890280023208107,0.3948554388840236,0.3921758115843238,0.37687762715417394,0.34250878661432727,0.2926769140058959,0.232466095998797,0.15330279389358742,0.10739435118560159,0.05389662216447218,0.00473451877216864,0.0,0.0,0.0,0.0,0.0
7,0.0,0.12088874632133235,0.31760119697557165,0.39890804044564787,0.4029076045765081,0.38539309923601833,0.37228802483034756,0.3364361244826178,0.28998171899491665,0.22917962257702157,0.15366909432039366,0.09031253780498757,0.032127791834378895,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.09108456663413832,0.30003289183226917,0.39572870775643487,0.4062603320774157,0.39147898049836255,0.370667342377554,0.3447253891777558,0.2894217098753724,0.23412310560997865,0.1631797257692416,0.07668944256105259,0.0468796526081955,0.0004846935408063125,0.0,0.0,0.0,0.0,0.0
9,0.0,0.10466913264003876,0.31251796449826846,0.39899595894048323,0.3969895656258111,0.3925995243163314,0.3743890467534312,0.3427958170585679,0.29090192202479653,0.2248300095238052,0.15214517318249698,0.09899584562351531,0.022845920635886252,0.0186559582668936,0.0,0.0,0.0,0.0,0.0
